"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","41951","Проверка названия блока","","Thu Feb 27 19:49:08 MSK 2025","passed","Thu Feb 27 19:49:50 MSK 2025","","lesson_15_tests.MTSTest","lesson_15_tests.MTSTest","checkNameOfBlock"
